size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,scenario_id,milp_status,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
L,1,200,100,4,3,0,medium,alns_pinn_uq,L200_P100_seed0_medium,not_milp,150.754521,6421.513557,9754.393247,0.0,0.0,244411.063885,0.88,0,0.077954,14288.7521562024,0.0,
L,1,200,100,4,3,0,medium,alns_pinn_full,L200_P100_seed0_medium,not_milp,151.612283,6353.017243,9754.393247,0.0,0.0,242847.437542,0.92,0,0.081631,14304.875357202398,0.0,
L,1,200,100,4,3,1,medium,greedy_nearest,L200_P100_seed1_medium,not_milp,152.488328,6584.874833,10737.52427,0.0,0.0,461879.215466,0.16,0,0.012407,13029.765049665595,0.0,
L,1,200,100,4,3,1,medium,ga,L200_P100_seed1_medium,not_milp,152.488328,6584.874833,10737.52427,0.0,0.0,461879.215466,0.16,0,0.01298,13029.765049665595,0.0,
L,1,200,100,4,3,1,medium,aco,L200_P100_seed1_medium,not_milp,152.488328,6584.874833,10737.52427,0.0,0.0,461879.215466,0.16,0,0.012246,13029.765049665595,0.0,
L,1,200,100,4,3,1,medium,alns_fixed,L200_P100_seed1_medium,not_milp,152.488328,6584.874833,10737.52427,0.0,0.0,461879.215466,0.16,0,0.013412,13029.765049665595,0.0,
L,1,200,100,4,3,1,medium,alns_pinn,L200_P100_seed1_medium,not_milp,148.177253,6393.833788,10705.63947,0.0,0.0,270575.486312,0.9,0,0.074299,14594.460917985607,0.0,
L,1,200,100,4,3,1,medium,alns_pinn_uq,L200_P100_seed1_medium,not_milp,148.012818,6495.850241,10705.63947,0.0,0.0,270652.620592,0.9,0,0.071924,14597.837263985606,0.0,
L,1,200,100,4,3,1,medium,alns_pinn_full,L200_P100_seed1_medium,not_milp,148.237862,6535.956327,10705.63947,0.0,0.0,269446.685281,0.94,0,0.078557,14606.730717985602,0.0,
L,2,300,150,5,3,0,medium,greedy_nearest,L300_P150_seed0_medium,not_milp,187.312556,13196.915606,16043.12644,0.006667,0.006667,825879.73509,0.2,0,0.03024,23862.486640708,0.0,
L,2,300,150,5,3,0,medium,ga,L300_P150_seed0_medium,not_milp,187.312556,13196.915606,16043.12644,0.006667,0.006667,825879.73509,0.2,0,0.028227,23862.486640708,0.0,
L,2,300,150,5,3,0,medium,aco,L300_P150_seed0_medium,not_milp,187.312556,13196.915606,16043.12644,0.006667,0.006667,825879.73509,0.2,0,0.032754,23862.486640708,0.0,
L,2,300,150,5,3,0,medium,alns_fixed,L300_P150_seed0_medium,not_milp,187.312556,13196.915606,16043.12644,0.006667,0.006667,825879.73509,0.2,0,0.026938,23862.486640708,0.0,
L,2,300,150,5,3,0,medium,alns_pinn,L300_P150_seed0_medium,not_milp,182.156521,12898.121037,16043.12644,0.006667,0.006667,471130.564765,0.906667,0,0.171672,26425.41151970801,0.0,
L,2,300,150,5,3,0,medium,alns_pinn_uq,L300_P150_seed0_medium,not_milp,181.783041,13278.763677,16047.794455,0.0,0.0,471866.486427,0.906667,0,0.16546,26466.436299868004,0.0,
L,2,300,150,5,3,0,medium,alns_pinn_full,L300_P150_seed0_medium,not_milp,180.259785,13054.583796,16047.794455,0.0,0.0,468546.307584,0.946667,0,0.176688,26475.125507868,0.0,
L,2,300,150,5,3,1,medium,greedy_nearest,L300_P150_seed1_medium,not_milp,190.098361,13501.875272,15045.070755,0.006667,0.006667,773048.163278,0.213333,0,0.025115,23592.284637975208,0.0,
L,2,300,150,5,3,1,medium,ga,L300_P150_seed1_medium,not_milp,190.098361,13501.875272,15045.070755,0.006667,0.006667,773048.163278,0.213333,0,0.02618,23592.284637975208,0.0,
L,2,300,150,5,3,1,medium,aco,L300_P150_seed1_medium,not_milp,190.098361,13501.875272,15045.070755,0.006667,0.006667,773048.163278,0.213333,0,0.027793,23592.284637975208,0.0,
L,2,300,150,5,3,1,medium,alns_fixed,L300_P150_seed1_medium,not_milp,190.098361,13501.875272,15045.070755,0.006667,0.006667,773048.163278,0.213333,0,0.031143,23592.284637975208,0.0,
L,2,300,150,5,3,1,medium,alns_pinn,L300_P150_seed1_medium,not_milp,182.647283,12269.876257,15044.464813,0.006667,0.006667,461748.220731,0.853333,0,0.16727,26290.0950008152,0.0,
L,2,300,150,5,3,1,medium,alns_pinn_uq,L300_P150_seed1_medium,not_milp,182.708272,13433.732292,15049.321489,0.0,0.0,461936.272894,0.853333,0,0.164046,26314.290892775207,0.0,
L,2,300,150,5,3,1,medium,alns_pinn_full,L300_P150_seed1_medium,not_milp,183.043448,13375.904407,15049.321489,0.0,0.0,459729.140552,0.893333,0,0.177753,26359.570375775194,0.0,
L,3,500,250,5,4,0,medium,greedy_nearest,L500_P250_seed0_medium,not_milp,229.588268,37172.609053,27186.704076,0.002,0.002,1482695.307329,0.248,0,0.06649,48879.64987129918,0.0,
L,3,500,250,5,4,0,medium,ga,L500_P250_seed0_medium,not_milp,229.588268,37172.609053,27186.704076,0.002,0.002,1482695.307329,0.248,0,0.070102,48879.64987129918,0.0,
L,3,500,250,5,4,0,medium,aco,L500_P250_seed0_medium,not_milp,229.588268,37172.609053,27186.704076,0.002,0.002,1482695.307329,0.248,0,0.069312,48879.64987129918,0.0,
L,3,500,250,5,4,0,medium,alns_fixed,L500_P250_seed0_medium,not_milp,229.588268,37172.609053,27186.704076,0.002,0.002,1482695.307329,0.248,0,0.074345,48879.64987129918,0.0,
L,3,500,250,5,4,0,medium,alns_pinn,L500_P250_seed0_medium,not_milp,228.071622,34994.488591,27175.493141,0.002,0.002,918827.389882,0.896,0,0.459966,54157.768225499196,0.0,
L,3,500,250,5,4,0,medium,alns_pinn_uq,L500_P250_seed0_medium,not_milp,228.162341,36416.8764,27177.84703,0.0,0.0,919065.928672,0.896,0,0.457524,54174.19095593922,0.0,
L,3,500,250,5,4,0,medium,alns_pinn_full,L500_P250_seed0_medium,not_milp,226.18834,36707.551059,27177.84703,0.0,0.0,914355.828412,0.928,0,0.525961,54229.0925479392,0.0,
L,3,500,250,5,4,1,medium,greedy_nearest,L500_P250_seed1_medium,not_milp,229.169566,36281.783534,25755.969034,0.004,0.004,1489476.620235,0.272,0,0.07015,48599.434779278396,0.0,
L,3,500,250,5,4,1,medium,ga,L500_P250_seed1_medium,not_milp,229.169566,36281.783534,25755.969034,0.004,0.004,1489476.620235,0.272,0,0.079953,48599.434779278396,0.0,
L,3,500,250,5,4,1,medium,aco,L500_P250_seed1_medium,not_milp,229.169566,36281.783534,25755.969034,0.004,0.004,1489476.620235,0.272,0,0.076126,48599.434779278396,0.0,
L,3,500,250,5,4,1,medium,alns_fixed,L500_P250_seed1_medium,not_milp,229.169566,36281.783534,25755.969034,0.004,0.004,1489476.620235,0.272,0,0.076393,48599.434779278396,0.0,
L,3,500,250,5,4,1,medium,alns_pinn,L500_P250_seed1_medium,not_milp,223.430801,36551.075626,25748.780492,0.004,0.004,927588.332575,0.896,0,0.467728,53569.070475598375,0.0,
L,3,500,250,5,4,1,medium,alns_pinn_uq,L500_P250_seed1_medium,not_milp,223.405894,39545.081636,25753.50242,0.0,0.0,928737.984686,0.896,0,0.523611,53626.07711599838,0.0,
L,3,500,250,5,4,1,medium,alns_pinn_full,L500_P250_seed1_medium,not_milp,223.12561,36943.901917,25753.535339,0.0,0.0,923005.64453,0.928,0,0.510113,53673.1557475184,0.0,
