experiment,size,seed,uncertainty,method,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime
E3_uncertainty_robustness,M,7,medium,uq_rv_alns,97.353921,738.684543,3017.001241,0.0,0.0,39138.798799,0.916667,0,0.005392
E3_uncertainty_robustness,M,7,high,alns_point,96.130382,728.683031,3017.001241,0.04,0.04,39147.907072,0.916667,0,0.036127
E3_uncertainty_robustness,M,7,high,uq_alns,97.286944,802.554142,3020.738909,0.0,0.0,39232.139781,0.916667,0,0.035774
E3_uncertainty_robustness,M,7,high,uq_rv_alns,97.785102,731.67798,3020.738909,0.0,0.0,39226.737913,0.916667,0,0.004974
E3_uncertainty_robustness,M,8,low,alns_point,96.741192,698.641303,2877.663445,0.0,0.0,60668.37896,0.75,0,0.037563
E3_uncertainty_robustness,M,8,low,uq_alns,96.741192,698.641303,2877.663445,0.0,0.0,60668.37896,0.75,0,0.039249
E3_uncertainty_robustness,M,8,low,uq_rv_alns,95.935055,714.571408,2877.663445,0.0,0.0,60534.923907,0.75,0,0.004766
E3_uncertainty_robustness,M,8,medium,alns_point,96.741192,698.641303,2877.663445,0.0,0.0,60668.37896,0.75,0,0.033656
E3_uncertainty_robustness,M,8,medium,uq_alns,96.741192,698.641303,2877.663445,0.0,0.0,60668.37896,0.75,0,0.037534
E3_uncertainty_robustness,M,8,medium,uq_rv_alns,95.935055,714.571408,2877.663445,0.0,0.0,60534.923907,0.75,0,0.00475
E3_uncertainty_robustness,M,8,high,alns_point,96.741192,698.641303,2877.663445,0.02,0.02,60668.37896,0.75,0,0.037473
E3_uncertainty_robustness,M,8,high,uq_alns,96.741192,698.641303,2879.460677,0.0,0.0,60709.745685,0.75,0,0.036105
E3_uncertainty_robustness,M,8,high,uq_rv_alns,95.935055,677.489281,2879.460677,0.0,0.0,60590.48314,0.75,0,0.004711
E3_uncertainty_robustness,M,9,low,alns_point,96.9937,811.319968,2748.57101,0.0,0.0,44698.356712,0.833333,0,0.041291
E3_uncertainty_robustness,M,9,low,uq_alns,96.9937,811.319968,2748.57101,0.0,0.0,44698.356712,0.833333,0,0.036305
E3_uncertainty_robustness,M,9,low,uq_rv_alns,95.736293,720.560921,2748.57101,0.0,0.0,44583.246349,0.916667,0,0.005327
E3_uncertainty_robustness,M,9,medium,alns_point,96.9937,811.319968,2748.57101,0.0,0.0,44698.356712,0.833333,0,0.035278
