case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
public_los_angeles_inland_full,4,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed4,11986.68008561711,0.122093,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,61.0,23.0,19.0,7.0
public_los_angeles_inland_full,5,greedy_nearest,greedy_nearest,60,30,3,6,0,public_los_angeles_inland_full_seed5,13044.176993617108,0.00385,461.809674,874.11622,2898.264739,0.0,0.0,231.179296,0.2,0.2,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,5,ga,ga,60,30,3,6,50,public_los_angeles_inland_full_seed5,11953.116875617106,0.057403,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,5,aco,aco,60,30,3,6,50,public_los_angeles_inland_full_seed5,11953.116875617106,0.126771,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,5,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed5,11416.242987617108,0.100845,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,70.0,15.0,10.0,11.0
public_los_angeles_inland_full,5,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed5,12003.592964617108,0.029527,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,5,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed5,12003.592964617108,0.031567,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,5,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed5,11986.68008561711,0.124639,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,60.0,15.0,20.0,7.0
public_los_angeles_inland_full,6,greedy_nearest,greedy_nearest,60,30,3,6,0,public_los_angeles_inland_full_seed6,13044.176993617108,0.005006,461.809674,874.11622,2898.264739,0.0,0.0,231.179296,0.2,0.2,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,6,ga,ga,60,30,3,6,50,public_los_angeles_inland_full_seed6,11953.116875617106,0.077173,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,6,aco,aco,60,30,3,6,50,public_los_angeles_inland_full_seed6,11953.116875617106,0.134069,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,6,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed6,11416.242987617108,0.120641,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,73.0,21.0,7.0,15.0
public_los_angeles_inland_full,6,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed6,12003.592964617108,0.034595,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,6,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed6,12003.592964617108,0.039527,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,6,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed6,11986.68008561711,0.162874,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,60.0,16.0,20.0,6.0
public_los_angeles_inland_full,7,greedy_nearest,greedy_nearest,60,30,3,6,0,public_los_angeles_inland_full_seed7,13044.176993617108,0.005377,461.809674,874.11622,2898.264739,0.0,0.0,231.179296,0.2,0.2,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,7,ga,ga,60,30,3,6,50,public_los_angeles_inland_full_seed7,11953.116875617106,0.087376,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,7,aco,aco,60,30,3,6,50,public_los_angeles_inland_full_seed7,11953.116875617106,0.131457,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
