case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
los_angeles_inland_public_full,6,alns_pinn,alns_point,60,30,3,6,80,los_angeles_inland_public_full_seed6,2289.333584016,0.02395,92.911065,864.731578,2898.264739,0.0,0.0,158458.335975,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,6,alns_pinn_uq,uq_alns,60,30,3,6,80,los_angeles_inland_public_full_seed6,2292.0767180160005,0.01846,92.738158,858.323781,2898.264739,0.0,0.0,158542.390637,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,6,alns_pinn_full,alns_full,60,30,3,6,80,los_angeles_inland_public_full_seed6,2271.5390930159997,0.078959,93.090665,875.773447,2898.264739,0.0,0.0,157337.593729,0.933333,0,67.0,31.0,13.0,1.0
los_angeles_inland_public_full,7,greedy_nearest,greedy_nearest,60,30,3,6,0,los_angeles_inland_public_full_seed7,1836.325452016,0.001842,91.886828,858.647962,2898.264739,0.0,0.0,164184.480305,0.133333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,7,ga,ga,60,30,3,6,50,los_angeles_inland_public_full_seed7,2283.641410016,0.040059,93.067843,837.257019,2898.264739,0.0,0.0,158086.831185,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,7,aco,aco,60,30,3,6,50,los_angeles_inland_public_full_seed7,2283.4597530160004,0.06581,93.120462,796.030454,2898.264739,0.0,0.0,158074.23348,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,7,alns_fixed,alns_fixed,60,30,3,6,80,los_angeles_inland_public_full_seed7,1825.4964690160002,0.058282,92.092046,844.1778,2898.264739,0.0,0.0,167532.086792,0.133333,0,74.0,19.0,6.0,14.0
los_angeles_inland_public_full,7,alns_pinn,alns_point,60,30,3,6,80,los_angeles_inland_public_full_seed7,2289.333584016,0.019421,92.911065,864.731578,2898.264739,0.0,0.0,158458.335975,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,7,alns_pinn_uq,uq_alns,60,30,3,6,80,los_angeles_inland_public_full_seed7,2292.0767180160005,0.018524,92.738158,858.323781,2898.264739,0.0,0.0,158542.390637,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,7,alns_pinn_full,alns_full,60,30,3,6,80,los_angeles_inland_public_full_seed7,2271.5390930159997,0.077809,93.090665,875.773447,2898.264739,0.0,0.0,157337.593729,0.933333,0,64.0,28.0,16.0,7.0
los_angeles_inland_public_full,8,greedy_nearest,greedy_nearest,60,30,3,6,0,los_angeles_inland_public_full_seed8,1836.325452016,0.001836,91.886828,858.647962,2898.264739,0.0,0.0,164184.480305,0.133333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,8,ga,ga,60,30,3,6,50,los_angeles_inland_public_full_seed8,2283.641410016,0.038592,93.067843,837.257019,2898.264739,0.0,0.0,158086.831185,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,8,aco,aco,60,30,3,6,50,los_angeles_inland_public_full_seed8,2283.4597530160004,0.06813,93.120462,796.030454,2898.264739,0.0,0.0,158074.23348,0.933333,0,0.0,0.0,0.0,0.0
