stress_case,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,battery_capacity,reserve_ratio,quantile_z,wind_speed,temperature,objective_value,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
tight_battery,3,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6572.463732811199,241.737203,824.712758,9957.150145,0.453333,0.453333,149118.468972,0.722222,0.722222,2468.0595,0.105838,126.0,15.0,14.0,12.0
tight_battery,3,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6572.463732811199,241.737203,824.712758,9957.150145,0.453333,0.453333,149118.468972,0.722222,0.722222,2468.0595,0.104318,124.0,23.0,16.0,11.0
tight_battery,3,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6513.660849731202,235.995266,814.451225,9933.622788,0.72,0.72,144360.707603,0.777778,0.388889,2041.772,0.099801,113.0,15.0,27.0,8.0
tight_battery,3,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5704.003060811201,250.799741,813.82193,9957.150145,0.453333,0.453333,177678.584319,0.277778,0.277778,2468.0595,0.106577,128.0,18.0,12.0,8.0
tight_battery,3,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5601.6461112912,247.163663,754.837262,9938.200723,0.72,0.72,174189.290075,0.277778,0.277778,2041.772,0.079155,130.0,7.0,10.0,7.0
tight_battery,4,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,8089.554637186399,246.611432,885.118337,10485.779159,0.453333,0.453333,174042.986951,0.666667,0.277778,2829.0823,0.102041,111.0,16.0,29.0,13.0
tight_battery,4,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,8089.554637186399,246.611432,885.118337,10485.779159,0.453333,0.453333,174042.986951,0.666667,0.277778,2829.0823,0.094274,121.0,22.0,19.0,14.0
tight_battery,4,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,8089.554637186399,246.611432,885.118337,10485.779159,0.453333,0.453333,174042.986951,0.666667,0.277778,2829.0823,0.10427,119.0,11.0,21.0,11.0
tight_battery,4,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,8033.9751426264,245.147052,824.656356,10460.990186,0.733333,0.733333,172967.786493,0.666667,0.166667,2348.7812,0.103468,117.0,24.0,23.0,19.0
tight_battery,4,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5700.980073186401,241.472344,763.497652,10485.779159,0.453333,0.453333,245831.316517,0.111111,0.111111,2829.0823,0.105244,129.0,26.0,11.0,18.0
tight_battery,4,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5597.113000626399,238.569969,704.942279,10460.990186,0.733333,0.733333,241317.711545,0.111111,0.111111,2348.7812,0.081762,127.0,27.0,13.0,18.0
tight_battery,5,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6841.3541834376,243.368891,826.546779,10259.117509,0.493333,0.493333,109605.477947,0.722222,0.277778,2896.9756,0.106829,115.0,23.0,25.0,15.0
tight_battery,5,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6841.3541834376,243.368891,826.546779,10259.117509,0.493333,0.493333,109605.477947,0.722222,0.277778,2896.9756,0.100755,123.0,14.0,17.0,13.0
tight_battery,5,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6841.3541834376,243.368891,826.546779,10259.117509,0.493333,0.493333,109605.477947,0.722222,0.277778,2896.9756,0.107188,124.0,13.0,16.0,13.0
tight_battery,5,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6748.360500357601,250.440712,812.352233,10236.16177,0.76,0.76,107939.245228,0.777778,0.166667,2016.6132,0.113425,113.0,27.0,27.0,13.0
tight_battery,5,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5973.5660844376,249.591634,778.468069,10259.117509,0.493333,0.493333,165829.387671,0.166667,0.166667,2896.9756,0.104532,127.0,19.0,13.0,11.0
