stress_case,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,battery_capacity,reserve_ratio,quantile_z,wind_speed,temperature,objective_value,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
tight_battery,1,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17970.79523625796,533.187855,675.198778,10250.103544,0.426667,0.426667,157.407425,0.666667,0.388889,2422.7936,0.158816,119.0,17.0,21.0,14.0
tight_battery,1,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17970.79523625796,533.187855,675.198778,10250.103544,0.426667,0.426667,157.407425,0.666667,0.388889,2422.7936,0.166171,119.0,12.0,21.0,12.0
tight_battery,1,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17585.034646457952,519.42029,674.251975,10221.26201,0.76,0.76,154.787226,0.722222,0.277778,2170.6174,0.159295,105.0,16.0,35.0,12.0
tight_battery,1,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18107.752302257948,511.68676,688.064295,10250.103544,0.426667,0.426667,241.486943,0.222222,0.222222,2422.7936,0.166656,125.0,21.0,15.0,14.0
tight_battery,1,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17855.72861585795,501.431165,688.064295,10225.826541,0.76,0.76,238.22355,0.222222,0.222222,2170.6174,0.130367,125.0,21.0,15.0,15.0
tight_battery,2,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16869.742019966565,512.332616,666.705033,10036.020598,0.426667,0.426667,130.500339,0.722222,0.555556,2284.9221,0.163223,113.0,12.0,27.0,12.0
tight_battery,2,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16869.742019966565,512.332616,666.705033,10036.020598,0.426667,0.426667,130.500339,0.722222,0.555556,2284.9221,0.162434,124.0,16.0,16.0,16.0
tight_battery,2,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16869.742019966565,512.332616,666.705033,10036.020598,0.426667,0.426667,130.500339,0.722222,0.555556,2284.9221,0.168363,122.0,13.0,18.0,13.0
tight_battery,2,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16861.40884940657,500.249282,654.982989,10010.695299,0.72,0.72,129.800033,0.777778,0.333333,1998.7445,0.161873,110.0,15.0,30.0,10.0
tight_battery,2,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18530.98100096657,525.719596,725.31544,10036.020598,0.426667,0.426667,233.848927,0.277778,0.277778,2284.9221,0.19474,126.0,16.0,14.0,11.0
tight_battery,2,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18660.82646908657,543.881804,780.134511,10017.731776,0.72,0.72,234.680539,0.277778,0.277778,2018.2694,0.14485,131.0,19.0,9.0,14.0
tight_battery,3,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,19187.2147781278,580.563601,765.876876,9957.150145,0.453333,0.453333,165.457301,0.833333,0.722222,2468.0595,0.171017,113.0,14.0,27.0,14.0
tight_battery,3,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,19187.2147781278,580.563601,765.876876,9957.150145,0.453333,0.453333,165.457301,0.833333,0.722222,2468.0595,0.160643,128.0,12.0,12.0,9.0
tight_battery,3,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,19187.2147781278,580.563601,765.876876,9957.150145,0.453333,0.453333,165.457301,0.833333,0.722222,2468.0595,0.1634,127.0,9.0,13.0,9.0
tight_battery,3,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17941.2880480478,514.408858,650.966383,9933.622788,0.72,0.72,158.116144,0.777778,0.444444,2041.772,0.16437,113.0,10.0,27.0,8.0
tight_battery,3,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18369.843169127802,523.441736,680.230254,9957.150145,0.453333,0.453333,220.837074,0.333333,0.333333,2468.0595,0.166357,128.0,18.0,12.0,8.0
