source,level_1,method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd,baseline_method,proposed_method,metric,baseline_mean,proposed_mean,effect_abs,effect_pct,median_effect_abs,median_effect_pct,paired_diff_ci95_low,paired_diff_ci95_high,improvement_count,worsening_count,tie_count,rank_biserial_effect,p_value,lower_is_better,p_holm
P7,66,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.001333,0.0,0.001333,100.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,True,1.0
P7,67,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.001333,0.0,0.001333,100.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,True,1.0
P7,68,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.001333,0.0,0.001333,100.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,True,1.0
P7,69,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.001333,0.0,0.001333,100.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,True,1.0
P7,70,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,infeasible_sortie_rate,0.001333,0.0,0.001333,100.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,True,1.0
P7,71,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,72,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,makespan,564.196271,705.812145,-141.615873,-25.100462,-141.73703,-25.121937,-196.403019,-85.46505,0.0,10.0,0.0,-1.0,0.00195312,True,0.01171872
P7,73,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,makespan,725.321468,705.812145,19.509323,2.689748,20.935132,2.886325,-11.973158,49.539518,7.0,3.0,0.0,0.454545,0.23242188,True,0.52888911
P7,74,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,makespan,717.669169,705.812145,11.857025,1.652157,13.08527,1.823301,3.438277,25.03009,8.0,2.0,0.0,0.636364,0.08398438,True,0.33593752
P7,75,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,makespan,699.945625,705.812145,-5.86652,-0.838139,-2.380005,-0.340027,-46.870706,33.526089,5.0,5.0,0.0,-0.127273,0.76953125,True,0.76953125
P7,76,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,714.434788,705.812145,8.622644,1.206918,5.65662,0.791762,0.0,16.186994,6.0,1.0,3.0,0.571429,0.17629637,True,0.52888911
P7,77,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,720.962431,705.812145,15.150287,2.101398,18.197516,2.524059,1.429267,29.920464,8.0,1.0,1.0,0.777778,0.03815171,True,0.19075855
P7,78,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,254.262876,186.19101,68.071865,26.772239,68.197818,26.821776,40.111058,91.450475,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,79,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,risk_weighted_completion_time,190.939206,186.19101,4.748196,2.486758,4.037661,2.114631,-0.843787,10.21788,7.0,3.0,0.0,0.6,0.10546875,True,0.10546875
P7,80,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,risk_weighted_completion_time,189.74135,186.19101,3.55034,1.871147,2.595923,1.368138,0.7713,5.759932,9.0,1.0,0.0,0.854545,0.01367188,True,0.04101564
P7,81,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,risk_weighted_completion_time,327.462088,186.19101,141.271078,43.141201,142.034288,43.374269,121.451131,158.109215,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,82,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,risk_weighted_completion_time,189.029893,186.19101,2.838882,1.501817,1.889309,0.999476,0.0,4.610406,6.0,1.0,3.0,0.928571,0.02799182,True,0.05598364
P7,83,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,risk_weighted_completion_time,190.298897,186.19101,4.107887,2.15865,3.514194,1.846671,1.997385,5.152603,9.0,0.0,1.0,1.0,0.00768579,True,0.03074316
P7,84,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,top_risk_coverage,0.26,0.976,0.716,275.384615,0.7,269.230769,0.66,0.76,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,85,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,top_risk_coverage,0.972,0.976,0.004,0.411523,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,False,0.95193153
P7,86,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,top_risk_coverage,0.968,0.976,0.008,0.826446,0.0,0.0,0.0,0.02,2.0,0.0,8.0,1.0,0.15729921,False,0.62919684
P7,87,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,top_risk_coverage,0.256,0.976,0.72,281.25,0.72,281.25,0.64,0.8,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,88,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,top_risk_coverage,0.972,0.976,0.004,0.411523,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,False,0.95193153
P7,89,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.972,0.976,0.004,0.411523,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,False,0.95193153
P7,90,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.002,0.0,0.002,100.0,0.0,0.0,0.0,0.005,2.0,0.0,8.0,1.0,0.15729921,True,0.94379526
P7,91,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.002,0.0,0.002,100.0,0.0,0.0,0.0,0.005,2.0,0.0,8.0,1.0,0.15729921,True,0.94379526
P7,92,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.002,0.0,0.002,100.0,0.0,0.0,0.0,0.005,2.0,0.0,8.0,1.0,0.15729921,True,0.94379526
P7,93,,,,100,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.002,0.0,0.002,100.0,0.0,0.0,0.0,0.005,2.0,0.0,8.0,1.0,0.15729921,True,0.94379526
