method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd,source,sensitivity_factor,sensitivity_level
alns_pinn_full,kmeans,M,30,15.0,medium,10,221.611794,20.412457,264.301066,27.324514,1348.459706,54.524708,0.0,0.0,0.0,0.0,54.098828,11.506076,0.957143,0.069006,0.957143,0.069006,29.7,0.483046,1.010345,0.016657,0.0,0.0,0.046373,0.003865,3094.830314,283.372201,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,77.0,2.494438,17.5,5.759051,23.0,2.494438,3.6,1.349897,101.0,0.0,30.0,0.0,500.0,0.0,21.6,6.275172,20.3,5.2079,20.8,6.663332,17.7,4.547282,19.6,4.857983,36.8,6.696599,33.8,7.083627,12.9,2.923088,16.5,4.377975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P2,,
alns_pinn_full,kmeans,M,50,25.0,medium,10,446.845101,17.785755,589.205089,38.611417,2255.428975,83.76319,0.0,0.0,0.0,0.0,120.194977,8.780002,0.925,0.047304,0.925,0.047304,49.4,0.516398,1.012245,0.010539,0.0,0.0,0.118399,0.006944,10736.58206,358.475958,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,76.7,2.002776,19.6,6.586181,23.3,2.002776,5.0,2.788867,101.0,0.0,50.0,0.0,900.0,0.0,19.8,4.565572,18.4,3.806427,21.6,2.988868,17.8,4.184628,22.4,5.481281,36.8,4.939636,34.9,4.012481,12.3,1.702939,16.0,2.867442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P2,,
alns_pinn_full,kmeans,M,75,35.0,medium,10,495.658256,36.416646,1017.397131,110.218983,3428.582402,109.959033,0.0,0.0,0.0,0.0,124.426305,15.871029,0.966666,0.028689,0.966666,0.028689,74.3,0.674949,1.009497,0.009201,0.0,0.0,0.260718,0.04385,17676.335369,1459.419132,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,78.8,2.347576,21.4,4.742245,21.2,2.347576,5.5,2.54951,101.0,0.0,75.0,0.0,1400.0,0.0,21.9,6.983313,20.5,2.798809,22.5,4.453463,15.1,3.900142,20.0,4.966555,37.8,5.652925,35.9,6.590397,10.3,1.159502,16.0,3.399346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P2,,
alns_pinn_full,kmeans,M,100,50.0,medium,10,718.579177,34.117563,1592.470913,100.819907,4410.910571,138.508257,0.0,0.0,0.0,0.0,187.967782,12.521068,0.972,0.026998,0.972,0.026998,99.7,0.483046,1.00303,0.004879,0.0,0.0,0.429445,0.073425,34190.584078,1796.836739,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,77.1,3.95671,23.0,7.483315,22.9,3.95671,7.8,3.489667,101.0,0.0,100.0,0.0,1800.0,0.0,22.0,5.617433,18.2,2.740641,21.3,5.538752,16.0,3.231787,22.5,4.766783,37.4,7.662318,36.0,6.992059,12.3,2.710064,14.3,2.213594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P2,,
alns_pinn_uq,kmeans,L,150,75.0,medium,10,1239.37028,44.065071,2704.333158,155.535535,6737.807534,226.921678,0.0,0.0,0.0,0.0,341.482466,32.407472,0.981081,0.013055,0.981081,0.013055,149.9,0.316228,1.000671,0.002122,0.0,0.0,0.212003,0.036,91379.604185,4220.125804,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,449.2,1.932184,0.960071,0.000172,290.7,23.485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,L,200,100.0,medium,10,1315.394447,46.220399,3884.843874,182.625259,8896.740727,363.289999,0.0,0.0,0.0,0.0,357.85081,20.489,0.984,0.012649,0.984,0.012649,200.0,0.0,1.0,0.0,0.0,0.0,0.388732,0.063094,126759.473632,6139.146579,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,598.4,3.238655,0.97008,0.000162,398.7,36.524117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,L,300,150.0,medium,10,1737.664691,88.69532,6716.818198,448.429618,13249.74357,384.59863,0.0,0.0,0.0,0.0,486.734827,38.177526,0.978667,0.012881,0.978667,0.012881,299.7,0.483046,1.001003,0.001615,0.0,0.0,0.853207,0.139671,256236.392798,18055.894852,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.4,0.966092,0.980013,2.1e-05,625.1,46.800878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,L,500,250.0,medium,10,3638.984532,98.676725,15058.977914,581.80099,22617.408683,653.989541,0.0,0.0,0.0,0.0,1000.995671,49.026798,0.9848,0.007955,0.9848,0.007955,499.8,0.421637,1.000401,0.000845,0.0,0.0,1.902731,0.305831,884258.471588,32562.43359,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1496.8,3.910101,0.988026,3.1e-05,964.5,71.232405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,M,30,15.0,medium,10,217.818541,16.880723,254.449546,27.782305,1349.876625,54.952092,0.0,0.0,0.0,0.0,53.843285,11.408381,0.971429,0.060234,0.971429,0.060234,29.8,0.421637,1.006897,0.014539,0.0,0.0,0.011234,0.001279,3067.896819,279.90948,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,M,50,25.0,medium,10,449.558189,21.585316,598.685689,36.406738,2264.848581,81.668583,0.0,0.0,0.0,0.0,121.327717,9.853097,0.975,0.040254,0.975,0.040254,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.027287,0.001993,10848.414277,535.135432,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,M,75,35.0,medium,10,490.689823,25.314219,1022.8904,85.791975,3429.397659,112.499588,0.0,0.0,0.0,0.0,123.02214,11.979895,0.977778,0.028689,0.977778,0.028689,74.3,0.674949,1.009497,0.009201,0.0,0.0,0.05853,0.009794,17615.200021,1122.218852,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_uq,kmeans,M,100,50.0,medium,10,720.962431,39.875693,1597.430302,121.793011,4410.991833,140.049146,0.0,0.0,0.0,0.0,190.298897,13.482942,0.972,0.032931,0.972,0.032931,99.7,0.674949,1.003051,0.006875,0.0,0.0,0.097988,0.017422,34540.018254,1919.150876,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,L,150,75.0,medium,10,1247.302768,49.413343,2742.524469,170.621229,6738.934425,222.257524,0.002667,0.006441,0.002667,0.006441,340.886736,30.642824,0.97027,0.023665,0.962162,0.026111,150.0,0.0,1.0,0.0,0.0,0.0,0.286481,0.024688,91645.009037,4328.515457,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,449.2,1.932184,0.960071,0.000172,290.7,23.485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.8,16.929921,40.0,0.0,30.0,0.0,0.0,0.0,59890.343286,3446.687711,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,L,200,100.0,medium,10,1323.091497,42.389933,3935.859605,91.401295,8894.906295,360.554397,0.004,0.008097,0.004,0.008097,361.222124,11.505617,0.982,0.014757,0.98,0.018856,200.0,0.0,1.0,0.0,16.38907,51.82679,0.528312,0.084483,128036.307484,3575.619257,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,598.4,3.238655,0.97008,0.000162,398.7,36.524117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.1,11.32794,40.0,0.0,30.0,0.0,0.0,0.0,105555.699548,2819.003545,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,L,300,150.0,medium,10,1796.38779,55.300592,6946.97792,259.12014,13253.676069,382.453279,0.001,0.00161,0.001,0.00161,489.749981,27.643889,0.98,0.009428,0.978667,0.009323,300.0,0.0,1.0,0.0,0.0,0.0,1.056579,0.223029,261014.812184,10376.720488,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.4,0.966092,0.980013,2.1e-05,625.1,46.800878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,20.575066,40.0,0.0,30.0,0.0,0.0,0.0,237435.0728,10916.339055,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,L,500,250.0,medium,10,3693.477157,89.372627,15343.772828,440.444915,22617.962167,646.318718,0.0032,0.00391,0.0032,0.00391,1020.452081,49.209948,0.9808,0.0086,0.9792,0.010799,500.0,0.0,1.0,0.0,0.0,0.0,2.204414,0.259053,900860.180303,35463.928625,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1496.8,3.910101,0.988026,3.1e-05,964.5,71.232405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.8,14.101221,40.0,0.0,30.0,0.0,0.0,0.0,659657.600389,18294.525757,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,M,30,15.0,medium,10,221.661364,17.874766,263.058417,29.188607,1353.970802,52.821411,0.0,0.0,0.0,0.0,53.659571,11.371461,0.957143,0.069006,0.957143,0.069006,30.0,0.0,1.0,0.0,0.0,0.0,0.035823,0.003254,3085.431507,285.651734,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.1,20.283819,50.0,0.0,30.0,0.0,0.0,0.0,2421.471897,301.389181,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,M,50,25.0,medium,10,450.75162,27.624461,600.663616,51.671229,2267.752158,83.542295,0.008,0.013984,0.008,0.013984,120.900442,10.611753,0.966667,0.043033,0.966667,0.043033,50.0,0.0,1.0,0.0,0.0,0.0,0.061627,0.005524,10832.332879,591.171493,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.7,21.883784,50.0,0.0,30.0,0.0,0.0,0.0,7210.419215,556.98864,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,M,75,35.0,medium,10,482.148254,29.119398,1002.967578,89.074908,3446.146774,103.000523,0.001333,0.004216,0.001333,0.004216,121.64683,16.117292,0.972222,0.029281,0.972222,0.029281,75.0,0.0,1.0,0.0,0.0,0.0,0.122458,0.026762,17300.588032,1569.660725,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.5,18.488735,50.0,0.0,30.0,0.0,0.0,0.0,14511.950049,1554.803322,0.0,0.0,0.0,0.0,P2,,
ga,kmeans,M,100,50.0,medium,10,725.321468,51.40454,1621.158724,161.079174,4415.93129,142.916817,0.002,0.004216,0.002,0.004216,190.939206,13.477282,0.972,0.032931,0.972,0.032931,100.0,0.0,1.0,0.0,0.0,0.0,0.169527,0.024092,34812.156964,2215.585638,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.9,29.666479,50.0,0.0,30.0,0.0,0.0,0.0,27388.666507,1756.292639,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,L,150,75.0,medium,10,943.228608,50.126552,2016.620558,157.635354,6739.570825,223.216574,0.002667,0.006441,0.002667,0.006441,428.720167,36.168015,0.235135,0.062481,0.235135,0.062481,150.0,0.0,1.0,0.0,0.0,0.0,0.019573,0.003116,63833.865472,3483.175612,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,449.2,1.932184,0.960071,0.000172,290.7,23.485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,L,200,100.0,medium,10,986.53342,52.645268,2801.871014,241.001636,8895.800998,361.515949,0.004,0.008097,0.004,0.008097,460.723958,23.852254,0.234,0.060406,0.234,0.060406,200.0,0.0,1.0,0.0,16.38907,51.82679,0.035344,0.008305,88426.045767,4409.204742,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,598.4,3.238655,0.97008,0.000162,398.7,36.524117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,L,300,150.0,medium,10,1362.508602,40.22054,5128.220231,158.209923,13253.888167,382.385649,0.001,0.00161,0.001,0.00161,609.315374,32.644,0.250667,0.035444,0.250667,0.035444,300.0,0.0,1.0,0.0,0.0,0.0,0.067036,0.01001,182863.997008,5045.009305,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.4,0.966092,0.980013,2.1e-05,625.1,46.800878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,L,500,250.0,medium,10,2764.300472,115.785956,11198.003303,649.65183,22620.134054,647.57446,0.0032,0.00391,0.0032,0.00391,1192.362178,68.02301,0.2408,0.023687,0.2408,0.023687,500.0,0.0,1.0,0.0,0.0,0.0,0.136405,0.025178,603093.665953,33297.229669,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1496.8,3.910101,0.988026,3.1e-05,964.5,71.232405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,M,30,15.0,medium,10,182.886144,18.137477,214.996177,22.515344,1354.029641,52.730976,0.0,0.0,0.0,0.0,86.916336,15.332751,0.214286,0.075292,0.214286,0.075292,30.0,0.0,1.0,0.0,0.0,0.0,0.002188,0.000413,2529.859516,322.427,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,M,50,25.0,medium,10,329.189428,23.414305,426.46743,46.91263,2268.507598,84.408853,0.008,0.013984,0.008,0.013984,153.678068,17.532752,0.266667,0.102439,0.266667,0.102439,50.0,0.0,1.0,0.0,0.0,0.0,0.004243,0.000854,7789.557992,409.539508,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,M,75,35.0,medium,10,384.991098,24.283392,795.254345,68.492326,3447.070019,103.288732,0.001333,0.004216,0.001333,0.004216,177.083202,12.413208,0.25,0.075223,0.25,0.075223,75.0,0.0,1.0,0.0,0.0,0.0,0.007833,0.001793,13337.153248,806.2889,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
greedy_nearest,kmeans,M,100,50.0,medium,10,564.196271,28.998379,1229.251672,88.013241,4415.93129,142.916817,0.002,0.004216,0.002,0.004216,254.262876,22.526686,0.26,0.082731,0.26,0.082731,100.0,0.0,1.0,0.0,0.0,0.0,0.011065,0.001971,25224.403088,1209.429402,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P2,,
alns_pinn_full,dbscan,M,30,15.0,medium,10,222.350661,19.212617,123.195945,28.583295,3549.396682,163.95283,0.373555,0.071148,0.373555,0.071148,53.287015,9.772913,0.742857,0.131277,0.514286,0.167684,29.5,0.707107,1.017488,0.024969,910.8311,224.097247,0.02665,0.007363,2817.861241,256.013697,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,55.6,2.951459,0.382222,0.032794,12.8,1.47573,76.0,3.018462,12.2,2.299758,24.0,3.018462,10.3,2.359378,101.0,0.0,30.0,0.0,500.0,0.0,23.7,3.465705,19.0,2.94392,18.9,4.040077,18.3,5.417051,20.1,5.043147,36.7,5.186521,36.0,5.962848,11.2,1.686548,16.1,3.28126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,dbscan,M,50,25.0,medium,10,492.635103,34.56098,202.114563,37.578822,9084.446937,401.979594,0.626866,0.021857,0.626866,0.021857,123.663353,13.091434,0.7,0.125462,0.383333,0.125462,49.6,0.699206,1.008248,0.014487,2386.56469,182.992553,0.045466,0.016061,10716.368828,918.836073,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,74.0,3.399346,0.506667,0.022662,12.0,1.699673,75.9,3.17805,17.1,3.414023,24.1,3.17805,12.3,2.057507,101.0,0.0,50.0,0.0,900.0,0.0,23.0,6.531973,18.7,4.854551,19.0,2.624669,17.4,3.657564,21.9,4.771443,36.7,6.684144,35.8,6.56252,11.4,2.01108,16.1,2.601282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,dbscan,M,75,35.0,medium,10,425.340937,29.549577,168.480701,20.671549,19584.42463,1021.60484,0.76582,0.030883,0.76582,0.030883,97.062318,15.366385,0.711111,0.068293,0.272222,0.071482,74.7,0.483046,1.004054,0.006528,4204.99532,345.042118,0.053734,0.00419,13465.113097,1162.612846,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,100.0,2.867442,0.555555,0.012744,12.5,1.433721,76.4,2.796824,14.4,3.405877,23.6,2.796824,12.8,2.699794,101.0,0.0,75.0,0.0,1400.0,0.0,22.2,5.391351,18.3,4.715224,20.3,4.922736,17.9,4.909175,21.3,4.498148,37.0,5.436502,38.5,5.502525,10.5,1.779513,14.0,2.788867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
