method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,service_graph_pattern_count_mean,service_graph_pattern_count_sd,service_graph_feasible_count_mean,service_graph_feasible_count_sd,selected_sortie_count_mean,selected_sortie_count_sd,missed_service_count_mean,missed_service_count_sd,duplicate_service_count_mean,duplicate_service_count_sd,objective_rwct_mean,objective_rwct_sd,objective_makespan_mean,objective_makespan_sd,objective_ground_travel_mean,objective_ground_travel_sd,objective_q95_energy_mean,objective_q95_energy_sd,objective_missed_penalty_mean,objective_missed_penalty_sd,objective_duplicate_penalty_mean,objective_duplicate_penalty_sd,objective_total_mean,objective_total_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd,source,sensitivity_factor,sensitivity_level
alns_pinn_full,dbscan,M,75,35.0,medium,10,377.623068,31.405525,108.694614,31.604049,19578.988339,1031.248848,0.766703,0.02666,0.766703,0.02666,85.549453,11.673938,0.833333,0.122838,0.244444,0.070273,74.6,0.516398,1.005406,0.006979,4204.99532,345.042118,0.264138,0.011934,12782.894889,1347.315205,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,100.0,2.867442,0.555555,0.012744,12.5,1.433721,1251.3,0.483046,27.9,7.534366,74.6,0.516398,0.0,0.0,0.0,0.0,85.549453,11.673938,367.543365,29.1686,66.916575,24.951169,24864.173433,1923.92515,0.0,0.0,0.0,0.0,12782.894889,1347.315205,92.1,2.766867,45.9,4.383048,7.9,2.766867,0.7,1.888562,101.0,0.0,75.0,0.0,1268.9,15.509495,7.0,0.0,57.2,2.149935,85.549453,11.673938,367.543365,29.1686,16.2,3.047768,23.6,5.501515,18.0,5.887841,19.2,3.614784,23.0,2.581989,26.5,4.143268,24.2,5.181162,25.5,4.428443,23.8,3.966527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,dbscan,M,100,50.0,medium,10,608.344299,43.838102,118.052866,43.29504,33289.279416,2017.519411,0.813107,0.022923,0.813107,0.022923,154.54705,11.101397,0.756,0.177338,0.16,0.053333,99.5,0.707107,1.005071,0.007191,6134.22218,374.650966,0.344192,0.009169,27741.630911,2611.505406,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,125.6,4.195235,0.581333,0.013984,12.8,2.097618,1276.2,0.421637,30.0,6.798693,99.5,0.707107,0.0,0.0,0.0,0.0,154.54705,11.101397,602.540005,39.783883,80.488231,31.280844,41916.086587,3787.598679,0.0,0.0,0.0,0.0,27741.630911,2611.505406,91.5,2.368778,47.3,4.522782,8.5,2.368778,0.0,0.0,101.0,0.0,100.0,0.0,1623.2,38.883873,7.0,0.0,80.9,2.18327,154.54705,11.101397,602.540005,39.783883,14.6,2.75681,25.0,4.714045,18.0,3.366502,17.0,4.109609,25.4,5.581716,24.5,3.341656,21.3,5.396501,24.6,6.168018,29.6,4.376706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,30,15.0,medium,10,192.32965,39.841535,187.125403,59.030293,1508.438419,60.979445,0.0,0.0,0.0,0.0,51.714096,9.778622,0.7,0.246977,0.7,0.246977,26.5,1.649916,1.13624,0.074555,0.0,0.0,0.638853,0.059866,2528.866486,543.175843,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,0.0,0.0,55.9,5.546771,4566.2,148.264628,125.0,27.215192,26.5,1.649916,0.0,0.0,0.0,0.0,51.714096,9.778622,178.830744,37.011976,135.663132,45.256008,1913.957006,101.650801,0.0,0.0,0.0,0.0,2528.866486,543.175843,47.4,6.168018,18.1,3.60401,52.6,6.168018,2.2,1.75119,101.0,0.0,30.0,0.0,500.0,0.0,6.2,0.632456,0.0,0.0,51.714096,9.778622,178.830744,37.011976,14.6,5.541761,24.1,6.983313,21.7,6.429965,21.6,5.037636,18.0,4.642796,26.1,5.782156,23.7,6.307843,26.7,4.522782,23.5,3.503966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,50,25.0,medium,10,393.350842,67.209655,453.389107,102.011548,2551.915004,109.591678,0.0,0.0,0.0,0.0,112.151916,12.378644,0.875,0.21606,0.875,0.21606,45.4,2.633122,1.104998,0.070551,0.0,0.0,1.446579,0.227492,9061.423047,1804.096328,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,96.5,7.245688,8237.1,272.566995,206.3,39.049968,45.4,2.633122,0.0,0.0,0.0,0.0,112.151916,12.378644,376.490907,64.991901,356.28711,90.411372,3251.586619,189.185344,0.0,0.0,0.0,0.0,9061.423047,1804.096328,51.1,9.746224,23.8,5.266245,48.9,9.746224,4.0,2.905933,101.0,0.0,50.0,0.0,900.0,0.0,6.7,0.483046,0.0,0.0,112.151916,12.378644,376.490907,64.991901,13.0,4.242641,22.2,8.84182,21.4,5.015531,23.4,5.399588,20.0,4.109609,27.2,5.921711,20.5,5.778312,27.4,7.411702,24.9,7.781031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,75,35.0,medium,10,406.062198,65.9547,750.289814,158.630223,4143.547206,205.957883,0.026461,0.01134,0.026461,0.01134,109.598886,7.86619,0.783333,0.234901,0.772222,0.224449,68.1,3.414023,1.103892,0.057122,97.70803,49.677478,1.351771,0.075184,13921.463106,2529.15671,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,2625.0,0.0,0.0,0.0,136.3,13.482911,12049.3,294.448656,297.6,62.514354,68.1,3.414023,0.0,0.0,0.0,0.0,109.598886,7.86619,385.919103,67.93587,581.510893,127.307195,5247.678239,368.312426,0.0,0.0,0.0,0.0,13921.463106,2529.15671,61.9,9.243015,28.6,6.484169,38.1,9.243015,1.8,1.47573,101.0,0.0,75.0,0.0,1288.6,26.567315,7.0,0.0,1.8,0.788811,109.598886,7.86619,385.919103,67.93587,14.0,2.94392,24.0,7.302967,20.9,5.782156,21.2,6.160808,19.9,4.483302,28.0,7.688375,17.5,3.865805,29.0,6.78233,25.5,4.089281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,100,50.0,medium,10,649.610199,17.317882,1302.058915,37.689324,4991.026874,193.348868,0.002222,0.004685,0.002222,0.004685,165.852176,8.539754,1.0,0.0,1.0,0.0,90.7,2.002776,1.103014,0.024065,7.99663,17.302429,2.123205,0.104934,29786.84886,967.730014,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,204.1,21.12634,17325.4,262.841397,468.3,103.122419,90.7,2.002776,0.0,0.0,0.0,0.0,165.852176,8.539754,601.386089,16.897912,979.252373,28.449835,6297.70603,410.771795,0.0,0.0,0.0,0.0,29786.84886,967.730014,58.0,6.306963,27.2,4.638007,42.0,6.306963,4.2,1.75119,101.0,0.0,100.0,0.0,1691.8,26.984769,7.0,0.0,0.2,0.421637,165.852176,8.539754,601.386089,16.897912,11.8,3.190263,23.5,4.089281,21.7,4.877385,27.2,6.876692,15.8,3.966527,28.6,6.25744,19.6,5.037636,27.2,9.186947,24.6,6.46701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,30,15.0,medium,10,155.040118,41.646602,165.670517,62.482632,1337.371406,55.407735,0.0,0.0,0.0,0.0,43.8763,6.311999,0.685715,0.199773,0.685715,0.199773,29.3,0.674949,1.024384,0.023808,0.0,0.0,0.741614,0.153815,2094.891075,600.506378,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,4538.1,242.219116,142.0,29.013407,29.3,0.674949,0.0,0.0,0.0,0.0,43.8763,6.311999,142.445283,39.539529,118.034069,51.054515,1697.613442,104.664147,0.0,0.0,0.0,0.0,2094.891075,600.506378,52.9,10.235559,19.4,5.232378,47.1,10.235559,3.5,2.915476,101.0,0.0,30.0,0.0,499.9,0.316228,6.2,0.421637,0.0,0.0,43.8763,6.311999,142.445283,39.539529,15.1,4.557046,27.7,6.766749,21.5,4.648775,19.7,2.790858,16.0,3.399346,25.7,7.394442,24.9,9.302927,25.6,10.112698,23.8,6.250333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,50,25.0,medium,10,316.244169,72.75238,374.812289,116.539361,2225.713887,97.301935,0.0,0.0,0.0,0.0,97.333734,15.204682,0.725,0.211732,0.725,0.211732,48.0,1.154701,1.04221,0.025101,0.0,0.0,1.626803,0.280828,7255.942473,1745.983166,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,7830.0,365.987249,239.8,51.650105,48.0,1.154701,0.0,0.0,0.0,0.0,97.333734,15.204682,297.882044,71.331237,287.7792,96.276438,2831.47575,167.601117,0.0,0.0,0.0,0.0,7255.942473,1745.983166,52.2,9.378462,24.1,6.008328,47.8,9.378462,5.4,4.247875,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,97.333734,15.204682,297.882044,71.331237,14.6,4.526465,21.8,6.142746,24.8,5.370702,22.0,4.966555,16.8,3.966527,24.7,5.229192,22.5,6.819091,28.9,7.202623,23.9,3.725289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,75,35.0,medium,10,313.643779,86.919037,611.919256,211.968186,3373.244429,124.953338,0.0,0.0,0.0,0.0,100.428078,14.060631,0.638889,0.254251,0.638889,0.254251,71.9,1.523884,1.043536,0.022047,0.0,0.0,1.383846,0.082651,10816.993453,3105.351129,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,11819.3,456.742585,346.8,76.766312,71.9,1.523884,0.0,0.0,0.0,0.0,100.428078,14.060631,292.930244,83.451904,463.503736,178.998046,4305.798753,238.843223,0.0,0.0,0.0,0.0,10816.993453,3105.351129,60.6,6.221825,28.3,5.186521,39.4,6.221825,6.0,2.94392,101.0,0.0,75.0,0.0,1294.9,28.571353,7.0,0.0,0.0,0.0,100.428078,14.060631,292.930244,83.451904,12.1,2.84605,24.4,5.680376,22.7,6.11101,22.6,7.042727,18.2,4.939636,26.6,3.405877,22.2,2.529822,24.8,6.941021,26.4,6.501282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,100,50.0,medium,10,525.222771,114.07614,1096.427535,270.517985,4339.709601,137.337737,0.0,0.0,0.0,0.0,146.891172,10.343456,0.824,0.286713,0.824,0.286713,96.2,1.47573,1.039723,0.016037,0.0,0.0,2.017216,0.107921,23782.331931,5233.174824,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,16038.1,956.607368,532.6,125.893429,96.2,1.47573,0.0,0.0,0.0,0.0,146.891172,10.343456,482.540638,106.933548,817.049953,215.008457,5479.556467,288.450472,0.0,0.0,0.0,0.0,23782.331931,5233.174824,65.6,5.295701,31.8,4.022161,34.4,5.295701,6.5,3.659083,101.0,0.0,100.0,0.0,1676.5,23.838578,7.0,0.0,0.0,0.0,146.891172,10.343456,482.540638,106.933548,11.5,3.503966,20.4,7.336363,24.2,5.921711,25.6,8.871928,18.3,3.529243,22.0,8.286535,24.8,9.150592,25.2,6.52857,28.0,4.898979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,dbscan,M,50,,high,10,460.682278,23.703439,174.550349,24.986617,9087.194423,385.147963,0.716735,0.031984,0.716735,0.031984,116.116085,7.993449,0.941667,0.068606,0.283333,0.142725,49.8,0.421637,1.004082,0.008605,2756.12556,260.195678,0.319535,0.028526,11029.707779,739.591931,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,69.8,1.75119,0.534667,0.011675,9.9,0.875595,1226.2,0.421637,18.3,3.653005,49.8,0.421637,0.0,0.0,0.0,0.0,116.116085,7.993449,451.970645,24.371921,130.70152,20.456348,13651.597978,1029.969489,0.0,0.0,0.0,0.0,11029.707779,739.591931,82.0,3.944053,39.4,4.903513,18.0,3.944053,3.5,3.24037,101.0,0.0,50.0,0.0,894.9,2.514403,6.6,0.516398,35.7,1.766981,116.116085,7.993449,451.970645,24.371921,17.9,6.887186,23.7,6.11101,17.1,3.784471,17.7,4.738729,23.6,5.581716,24.7,4.922736,20.5,4.696334,26.3,4.620005,28.5,4.222953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,candidate_mode,dbscan
alns_pinn_full,direct,M,50,,high,10,369.558901,68.210353,414.09816,109.256225,2581.073211,135.929143,0.0,0.0,0.0,0.0,110.317967,11.191565,0.816667,0.244697,0.816667,0.244697,46.4,2.951459,1.081834,0.074324,0.0,0.0,1.678004,0.333216,8654.087224,1687.032481,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,74.8,8.093893,8237.1,272.566995,119.5,24.847312,46.4,2.951459,0.0,0.0,0.0,0.0,110.317967,11.191565,350.755211,70.32621,324.105589,96.557842,3887.834799,287.946094,0.0,0.0,0.0,0.0,8654.087224,1687.032481,56.4,11.047373,25.8,5.996295,43.6,11.047373,4.6,3.306559,101.0,0.0,50.0,0.0,900.0,0.0,6.7,0.483046,0.0,0.0,110.317967,11.191565,350.755211,70.32621,12.4,3.373096,21.1,6.026792,23.7,4.762119,24.7,8.069834,18.1,3.695342,31.4,4.299871,20.5,4.836206,23.9,5.820462,24.2,4.54117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,candidate_mode,direct
alns_pinn_full,kmeans,M,50,,high,10,308.141519,75.248211,362.925817,121.5335,2236.078545,86.758295,0.0,0.0,0.0,0.0,97.470022,13.079887,0.741667,0.264837,0.741667,0.264837,48.2,1.619328,1.038418,0.035527,0.0,0.0,1.89684,0.153999,7200.40602,1658.688575,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,7830.0,365.987249,148.2,28.467525,48.2,1.619328,0.0,0.0,0.0,0.0,97.470022,13.079887,294.178569,72.309032,283.006194,102.080278,3367.063538,218.455918,0.0,0.0,0.0,0.0,7200.40602,1658.688575,62.4,6.719788,27.0,5.617433,37.6,6.719788,3.1,2.078995,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,97.470022,13.079887,294.178569,72.309032,12.2,2.780887,26.9,2.806738,22.8,5.633235,21.0,4.2947,17.1,5.839521,23.0,7.071068,24.5,4.089281,26.3,6.395311,26.2,9.052931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,candidate_mode,kmeans
alns_pinn_full,kmeans,M,50,,high,10,308.141519,75.248211,362.925817,121.5335,2236.078545,86.758295,0.0,0.0,0.0,0.0,97.470022,13.079887,0.741667,0.264837,0.741667,0.264837,48.2,1.619328,1.038418,0.035527,0.0,0.0,1.836234,0.217133,7200.40602,1658.688575,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,7830.0,365.987249,148.2,28.467525,48.2,1.619328,0.0,0.0,0.0,0.0,97.470022,13.079887,294.178569,72.309032,283.006194,102.080278,3367.063538,218.455918,0.0,0.0,0.0,0.0,7200.40602,1658.688575,62.4,6.719788,27.0,5.617433,37.6,6.719788,3.1,2.078995,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,97.470022,13.079887,294.178569,72.309032,12.2,2.780887,26.9,2.806738,22.8,5.633235,21.0,4.2947,17.1,5.839521,23.0,7.071068,24.5,4.089281,26.3,6.395311,26.2,9.052931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,iteration_budget,100
alns_pinn_full,kmeans,M,50,,high,10,305.660642,76.884854,357.908951,123.922758,2234.747908,87.426212,0.0,0.0,0.0,0.0,95.931579,11.885131,0.725,0.283415,0.725,0.283415,48.2,1.47573,1.038242,0.032613,0.0,0.0,2.739014,0.338828,7041.407645,1766.061722,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,7830.0,365.987249,148.2,28.467525,48.2,1.47573,0.0,0.0,0.0,0.0,95.931579,11.885131,288.461804,76.677621,274.234009,107.999212,3365.070468,219.534515,0.0,0.0,0.0,0.0,7041.407645,1766.061722,95.2,7.598245,39.9,7.109462,64.8,7.598245,4.2,2.780887,161.0,0.0,50.0,0.0,1440.0,0.0,6.9,0.316228,0.0,0.0,95.931579,11.885131,288.461804,76.677621,16.5,3.689324,45.3,7.303728,34.6,7.705698,36.4,8.617811,27.2,8.829244,39.7,6.848357,37.1,4.931757,43.2,7.598245,40.0,11.025224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,iteration_budget,160
alns_pinn_full,kmeans,M,50,,high,10,297.672319,65.157179,349.807463,99.168149,2241.402561,87.404971,0.0,0.0,0.0,0.0,95.838347,13.785148,0.7,0.239598,0.7,0.239598,48.5,1.178511,1.031474,0.024953,0.0,0.0,0.955496,0.141448,6893.316903,1462.562902,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,7830.0,365.987249,148.2,28.467525,48.5,1.178511,0.0,0.0,0.0,0.0,95.838347,13.785148,283.787228,65.013201,271.339146,86.411269,3375.330122,220.094004,0.0,0.0,0.0,0.0,6893.316903,1462.562902,31.5,3.100179,13.1,3.381321,18.5,3.100179,2.1,1.37032,51.0,0.0,50.0,0.0,450.0,0.0,6.9,0.316228,0.0,0.0,95.838347,13.785148,283.787228,65.013201,6.8,1.549193,12.5,3.597839,11.8,3.910101,9.7,3.40098,9.2,3.735714,13.2,4.341019,11.5,3.064129,12.3,3.433495,13.0,5.477226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,iteration_budget,50
alns_pinn_full,kmeans,M,50,,high,10,328.525887,73.549332,385.928379,114.355098,2228.575072,89.112679,0.0,0.0,0.0,0.0,98.967894,14.560469,0.766667,0.259986,0.766667,0.259986,48.0,1.490712,1.042572,0.032408,0.0,0.0,1.823354,0.329393,7493.282973,1702.436736,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.0,1.414214,0.8808,0.001131,86.4,6.058969,7830.0,365.987249,183.7,37.812549,48.0,1.490712,0.0,0.0,0.0,0.0,98.967894,14.560469,309.799888,70.761802,299.911603,95.960854,3113.283734,189.643698,0.0,0.0,0.0,0.0,7493.282973,1702.436736,56.2,5.652925,27.5,4.904646,43.8,5.652925,3.9,2.998148,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,98.967894,14.560469,309.799888,70.761802,16.7,5.9264,19.2,5.977736,21.9,7.607745,22.6,6.818276,19.6,6.703233,24.3,7.242621,24.5,4.743416,24.6,5.929212,26.6,5.295701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,quantile_z,1.28
alns_pinn_full,kmeans,M,50,,high,10,308.141519,75.248211,362.925817,121.5335,2236.078545,86.758295,0.0,0.0,0.0,0.0,97.470022,13.079887,0.741667,0.264837,0.741667,0.264837,48.2,1.619328,1.038418,0.035527,0.0,0.0,1.808713,0.187914,7200.40602,1658.688575,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,7830.0,365.987249,148.2,28.467525,48.2,1.619328,0.0,0.0,0.0,0.0,97.470022,13.079887,294.178569,72.309032,283.006194,102.080278,3367.063538,218.455918,0.0,0.0,0.0,0.0,7200.40602,1658.688575,62.4,6.719788,27.0,5.617433,37.6,6.719788,3.1,2.078995,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,97.470022,13.079887,294.178569,72.309032,12.2,2.780887,26.9,2.806738,22.8,5.633235,21.0,4.2947,17.1,5.839521,23.0,7.071068,24.5,4.089281,26.3,6.395311,26.2,9.052931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,quantile_z,1.645
alns_pinn_full,kmeans,M,50,,high,10,320.134634,79.522754,378.095235,123.873479,2246.297573,91.211855,0.004082,0.008605,0.004082,0.008605,98.765996,10.933911,0.733333,0.191647,0.733333,0.191647,48.7,1.159502,1.027233,0.025166,11.34873,23.926267,1.843188,0.169239,7463.815458,1746.396475,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,146.4,2.951459,0.88288,0.002361,71.8,7.656515,7830.0,365.987249,127.9,27.602134,48.7,1.159502,0.0,0.0,0.0,0.0,98.765996,10.933911,304.003813,76.545783,293.956322,104.240179,3590.870569,245.980719,0.0,0.0,0.0,0.0,7463.815458,1746.396475,63.4,5.966574,29.0,3.464102,36.6,5.966574,3.0,2.0,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.2,0.421637,98.765996,10.933911,304.003813,76.545783,12.9,3.107339,26.7,5.334375,19.9,4.771443,23.1,4.998889,17.4,5.168279,25.5,7.121954,26.3,5.657836,25.9,4.909175,22.3,6.219146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,quantile_z,1.96
alns_pinn_full,kmeans,M,50,,high,10,303.888086,72.615988,349.942898,109.85907,2231.104235,92.107643,0.0,0.0,0.0,0.0,93.715693,14.092574,0.7,0.212278,0.7,0.212278,48.0,1.154701,1.04221,0.025101,0.0,0.0,1.674418,0.275904,6920.144756,1683.933024,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.8,1.398412,0.88096,0.001119,83.1,6.402257,7830.0,365.987249,168.2,31.835689,48.0,1.154701,0.0,0.0,0.0,0.0,93.715693,14.092574,287.860884,69.615268,271.370539,91.559428,3368.347236,225.204405,0.0,0.0,0.0,0.0,6920.144756,1683.933024,58.3,7.91693,24.9,4.433459,41.7,7.91693,2.5,2.068279,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,93.715693,14.092574,287.860884,69.615268,13.8,3.852849,22.0,5.617433,22.7,3.529243,24.1,8.198238,17.4,4.857983,23.4,8.002777,26.2,6.390966,27.3,5.982382,23.1,6.419588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,reserve_ratio,0.08
alns_pinn_full,kmeans,M,50,,high,10,308.141519,75.248211,362.925817,121.5335,2236.078545,86.758295,0.0,0.0,0.0,0.0,97.470022,13.079887,0.741667,0.264837,0.741667,0.264837,48.2,1.619328,1.038418,0.035527,0.0,0.0,1.839684,0.198605,7200.40602,1658.688575,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,7830.0,365.987249,148.2,28.467525,48.2,1.619328,0.0,0.0,0.0,0.0,97.470022,13.079887,294.178569,72.309032,283.006194,102.080278,3367.063538,218.455918,0.0,0.0,0.0,0.0,7200.40602,1658.688575,62.4,6.719788,27.0,5.617433,37.6,6.719788,3.1,2.078995,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,97.470022,13.079887,294.178569,72.309032,12.2,2.780887,26.9,2.806738,22.8,5.633235,21.0,4.2947,17.1,5.839521,23.0,7.071068,24.5,4.089281,26.3,6.395311,26.2,9.052931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,reserve_ratio,0.12
