method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,service_graph_pattern_count_mean,service_graph_pattern_count_sd,service_graph_feasible_count_mean,service_graph_feasible_count_sd,selected_sortie_count_mean,selected_sortie_count_sd,missed_service_count_mean,missed_service_count_sd,duplicate_service_count_mean,duplicate_service_count_sd,objective_rwct_mean,objective_rwct_sd,objective_makespan_mean,objective_makespan_sd,objective_ground_travel_mean,objective_ground_travel_sd,objective_q95_energy_mean,objective_q95_energy_sd,objective_missed_penalty_mean,objective_missed_penalty_sd,objective_duplicate_penalty_mean,objective_duplicate_penalty_sd,objective_total_mean,objective_total_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd
alns_pinn_uq,kmeans,L,150,75,medium,2,787.951497,16.812588,1280.075094,199.794338,6349.400432,61.784659,0.0,0.0,0.0,0.0,315.346963,30.706118,0.432432,0.038222,0.432432,0.038222,117.0,1.414214,1.282144,0.015498,0.0,0.0,1.860775,0.024086,1412.282254,55.658203,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,450.0,0.0,0.96,0.0,281.5,2.12132,23687.0,195.161472,645.0,11.313708,117.0,1.414214,0.0,0.0,0.0,0.0,315.346963,30.706118,787.951497,16.812589,1181.60778,184.425544,8211.842131,31.470132,0.0,0.0,0.0,0.0,1412.282254,55.658203,47.0,1.414214,25.0,0.0,13.0,1.414214,13.5,0.707107,61.0,0.0,150.0,0.0,1590.5,16.263456,1.0,0.0,0.0,0.0,315.346963,30.706118,787.951497,16.812589,11.0,4.242641,12.0,1.414214,16.0,1.414214,9.0,1.414214,12.0,5.656854,13.0,5.656854,7.0,0.0,18.0,2.828427,22.0,8.485281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,L,200,100,medium,2,948.975463,168.076341,2485.521682,481.646844,7856.70121,0.31817,0.0,0.0,0.0,0.0,391.448729,24.315721,0.34,0.056569,0.34,0.056569,142.5,0.707107,1.403526,0.006965,0.0,0.0,2.498749,0.055849,1799.058882,61.875909,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,600.0,0.0,0.97,0.0,410.0,63.63961,31865.5,341.532575,1200.0,434.163564,142.5,0.707107,0.0,0.0,0.0,0.0,391.448729,24.315721,948.975463,168.076341,2294.327707,444.597087,9883.822903,405.147889,0.0,0.0,0.0,0.0,1799.058882,61.875909,45.5,2.12132,22.0,1.414214,14.5,2.12132,8.0,0.0,61.0,0.0,200.0,0.0,1929.0,77.781746,1.0,0.0,0.0,0.0,391.448729,24.315721,948.975463,168.076341,15.0,4.242641,12.5,3.535534,11.0,5.656854,9.5,0.707107,12.0,4.242641,14.0,2.828427,11.0,4.242641,17.0,7.071068,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,L,300,150,medium,2,1247.053811,54.834593,4225.032108,670.987146,12040.697623,535.378558,0.002688,0.003801,0.002688,0.003801,555.133484,58.520914,0.34,0.028284,0.34,0.028284,210.5,34.648232,1.444749,0.237805,22.4169,31.702284,3.840498,0.392252,2693.983157,219.880347,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.0,1.414214,0.980022,3.1e-05,623.5,41.7193,45879.0,2207.587371,1815.5,432.042243,210.5,34.648232,0.0,0.0,0.0,0.0,555.133484,58.520914,1247.053811,54.834592,3900.029639,619.37275,14994.359476,884.552393,0.0,0.0,0.0,0.0,2693.983157,219.880347,46.5,0.707107,25.5,0.707107,13.5,0.707107,11.0,1.414214,61.0,0.0,300.0,0.0,2872.0,82.024387,1.0,0.0,0.0,0.0,555.133484,58.520914,1247.053811,54.834592,9.0,5.656854,15.5,3.535534,14.5,7.778175,10.0,1.414214,11.0,2.828427,16.0,2.828427,13.0,1.414214,14.0,4.242641,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,L,500,250,medium,2,2132.676495,37.899376,7470.665112,199.89034,20798.192381,1263.465304,0.002848,0.000364,0.002848,0.000364,990.448138,83.629218,0.284,0.016971,0.284,0.016971,354.0,45.254834,1.424066,0.18205,57.83205,21.759302,6.946746,0.439833,4783.374363,173.716362,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1498.0,0.0,0.988016,0.0,973.0,67.882251,78556.0,1346.331311,2450.5,566.392532,354.0,45.254834,0.0,0.0,0.0,0.0,990.448138,83.629218,2132.676494,37.899376,6895.998564,184.51416,26767.910691,2464.740389,0.0,0.0,0.0,0.0,4783.374363,173.716362,47.0,2.828427,24.0,2.828427,13.0,2.828427,13.5,4.949747,61.0,0.0,500.0,0.0,4494.5,369.816847,1.0,0.0,0.0,0.0,990.448138,83.629218,2132.676494,37.899376,8.5,6.363961,7.5,4.949747,17.5,3.535534,12.5,3.535534,14.0,5.656854,12.5,2.12132,12.5,4.949747,20.0,2.828427,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,M,30,15,medium,2,150.602509,10.132827,142.113626,3.005818,1209.425444,24.688174,0.0,0.0,0.0,0.0,48.918322,1.055114,0.428571,0.202031,0.428571,0.202031,21.5,2.12132,1.402174,0.138347,0.0,0.0,0.719564,0.04865,240.752494,4.063864,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,4703.0,299.813275,168.5,28.991378,21.5,2.12132,0.0,0.0,0.0,0.0,48.918322,1.055114,150.602509,10.132827,121.811679,2.576416,1495.325024,47.776742,0.0,0.0,0.0,0.0,240.752494,4.063864,57.5,0.707107,24.5,2.12132,42.5,0.707107,10.5,0.707107,101.0,0.0,30.0,0.0,500.0,0.0,1.0,0.0,0.0,0.0,48.918322,1.055114,150.602509,10.132827,21.0,2.828427,14.5,7.778175,29.5,4.949747,16.0,1.414214,19.0,1.414214,22.5,0.707107,21.0,4.242641,33.0,1.414214,23.5,4.949747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,M,50,25,medium,2,272.963685,0.022601,240.650127,4.442529,2011.629145,82.82797,0.0,0.0,0.0,0.0,108.507474,10.354597,0.458333,0.176777,0.458333,0.176777,36.0,4.242641,1.398602,0.164827,0.0,0.0,1.287545,0.219293,435.5392,4.464676,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,7859.5,4.949747,293.5,53.033009,36.0,4.242641,0.0,0.0,0.0,0.0,108.507474,10.354597,272.963684,0.0226,206.271538,3.807882,2518.11835,55.046128,0.0,0.0,0.0,0.0,435.5392,4.464676,54.0,8.485281,26.5,7.778175,46.0,8.485281,5.0,1.414214,101.0,0.0,50.0,0.0,900.0,0.0,1.0,0.0,0.0,0.0,108.507474,10.354597,272.963684,0.0226,17.0,4.242641,26.5,2.12132,18.0,1.414214,24.0,11.313708,14.5,7.778175,21.0,8.485281,16.5,0.707107,36.0,1.414214,26.5,9.192388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,M,75,35,medium,2,318.35727,17.603233,482.830522,9.211351,3109.363238,313.61718,0.0,0.0,0.0,0.0,134.439248,12.07061,0.277778,0.235702,0.277778,0.235702,54.5,2.12132,1.37719,0.053604,0.0,0.0,1.105218,0.086837,631.264865,37.925773,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,225.0,0.0,0.914286,0.0,143.5,16.263456,11987.5,77.074639,377.0,111.722871,54.5,2.12132,0.0,0.0,0.0,0.0,134.439248,12.07061,318.35727,17.603233,413.854733,7.895443,3917.686895,472.652812,0.0,0.0,0.0,0.0,631.264865,37.925773,66.5,0.707107,33.5,2.12132,33.5,0.707107,9.0,2.828427,101.0,0.0,75.0,0.0,1288.0,45.254834,1.0,0.0,0.0,0.0,134.439248,12.07061,318.35727,17.603233,18.5,2.12132,19.5,4.949747,19.5,10.606602,22.5,4.949747,20.0,8.485281,21.0,1.414214,16.5,4.949747,28.5,2.12132,34.0,1.414214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_uq,kmeans,M,100,50,medium,2,484.532793,19.715891,790.605908,9.251237,4174.539347,198.11721,0.006494,0.009183,0.006494,0.009183,182.376701,17.525668,0.38,0.084853,0.38,0.084853,75.0,2.828427,1.334282,0.050319,24.88475,35.192351,1.631109,0.054182,886.693102,17.226303,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.0,1.414214,0.9402,0.000283,185.5,12.020815,15991.0,1250.164789,425.0,49.497475,75.0,2.828427,0.0,0.0,0.0,0.0,182.376701,17.525668,484.532793,19.715891,677.662207,7.929632,5396.436222,300.158297,0.0,0.0,0.0,0.0,886.693102,17.226303,69.0,1.414214,37.5,0.707107,31.0,1.414214,10.5,4.949747,101.0,0.0,100.0,0.0,1664.5,60.104076,1.0,0.0,0.0,0.0,182.376701,17.525668,484.532793,19.715891,12.5,0.707107,26.5,3.535534,24.5,4.949747,17.0,1.414214,19.5,9.192388,18.0,5.656854,26.0,2.828427,29.0,9.899495,27.0,7.071068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ga,kmeans,L,150,75,medium,2,1276.980206,70.219121,2891.695728,202.024402,6771.881605,69.235861,0.0,0.0,0.0,0.0,373.406438,22.568068,0.972973,0.0,0.972973,0.0,150.0,0.0,1.0,0.0,0.0,0.0,0.146045,0.001846,96447.931786,3145.269183,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,450.0,0.0,0.96,0.0,281.5,2.12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,24.041631,40.0,0.0,30.0,0.0,0.0,0.0,63358.75027,3816.489255,0.0,0.0,0.0,0.0
ga,kmeans,L,200,100,medium,2,1302.409147,64.941175,3891.458706,121.917812,8585.74632,175.134752,0.0,0.0,0.0,0.0,374.141399,9.412433,1.0,0.0,1.0,0.0,200.0,0.0,1.0,0.0,0.0,0.0,0.238249,0.005046,129273.803989,3545.751574,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,600.0,0.0,0.97,0.0,410.0,63.63961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.5,21.92031,40.0,0.0,30.0,0.0,0.0,0.0,106897.47239,1511.202155,0.0,0.0,0.0,0.0
ga,kmeans,L,300,150,medium,2,1826.961231,62.512316,7191.524196,149.559321,13172.084492,380.43637,0.001667,0.002357,0.001667,0.002357,524.652385,22.931398,0.98,0.009429,0.98,0.009429,300.0,0.0,1.0,0.0,0.0,0.0,0.500161,0.000835,273238.075199,6427.867263,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.0,1.414214,0.980022,3.1e-05,623.5,41.7193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.5,28.991378,40.0,0.0,30.0,0.0,0.0,0.0,236333.458248,5306.227794,0.0,0.0,0.0,0.0
ga,kmeans,L,500,250,medium,2,3727.449276,184.952122,15616.622441,865.761598,22516.220308,624.695972,0.002,0.0,0.002,0.0,1031.460619,52.408256,0.992,0.0,0.992,0.0,500.0,0.0,1.0,0.0,0.0,0.0,1.303389,0.004926,919876.809768,49959.3981,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1498.0,0.0,0.988016,0.0,973.0,67.882251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,663684.799941,3215.031668,0.0,0.0,0.0,0.0
ga,kmeans,M,30,15,medium,2,204.857644,29.489465,238.981059,50.620171,1318.81881,24.40384,0.0,0.0,0.0,0.0,54.640596,5.251804,1.0,0.0,1.0,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.01612,4.7e-05,3068.771108,321.426183,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.5,4.949747,50.0,0.0,30.0,0.0,0.0,0.0,2338.42048,421.927702,0.0,0.0,0.0,0.0
ga,kmeans,M,50,25,medium,2,462.595569,31.3802,616.547658,39.802578,2209.768523,0.437517,0.0,0.0,0.0,0.0,133.412892,4.817299,0.916667,0.0,0.916667,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.030309,0.00027,11138.556208,645.036781,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,5.656854,50.0,0.0,30.0,0.0,0.0,0.0,7776.621138,122.66773,0.0,0.0,0.0,0.0
ga,kmeans,M,75,35,medium,2,511.29607,18.460901,1102.324289,3.98849,3400.307219,213.703274,0.0,0.0,0.0,0.0,133.194898,12.388203,0.944444,0.0,0.944444,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.049429,0.000108,18805.251632,422.983121,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,225.0,0.0,0.914286,0.0,143.5,16.263456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.5,12.020815,50.0,0.0,30.0,0.0,0.0,0.0,14064.200877,46.805997,0.0,0.0,0.0,0.0
ga,kmeans,M,100,50,medium,2,765.749486,25.807138,1749.87248,88.30076,4509.051446,173.889225,0.005,0.007071,0.005,0.007071,204.947528,9.223,1.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.07459,0.000139,37495.723013,124.73573,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.0,1.414214,0.9402,0.000283,185.5,12.020815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974.5,3.535534,50.0,0.0,30.0,0.0,0.0,0.0,27500.176607,1141.429272,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,150,75,medium,2,972.034627,82.925425,2131.084658,170.97591,6772.401353,68.500827,0.0,0.0,0.0,0.0,449.557527,66.990241,0.243243,0.038222,0.243243,0.038222,150.0,0.0,1.0,0.0,0.0,0.0,0.009757,1.6e-05,67049.644446,5087.687393,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,450.0,0.0,0.96,0.0,281.5,2.12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,200,100,medium,2,992.801192,15.330416,2827.195258,48.335482,8585.74632,175.134752,0.0,0.0,0.0,0.0,447.33364,8.531221,0.22,0.028284,0.22,0.028284,200.0,0.0,1.0,0.0,0.0,0.0,0.015474,0.000241,85926.956693,2691.014325,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,600.0,0.0,0.97,0.0,410.0,63.63961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,300,150,medium,2,1382.906768,79.353076,5138.589509,378.184236,13172.084492,380.43637,0.001667,0.002357,0.001667,0.002357,615.205087,23.920143,0.266667,0.037712,0.266667,0.037712,300.0,0.0,1.0,0.0,0.0,0.0,0.030489,0.000434,182661.366341,11967.026336,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.0,1.414214,0.980022,3.1e-05,623.5,41.7193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,500,250,medium,2,2823.622368,212.5165,11304.409263,1039.465382,22516.957606,625.738669,0.002,0.0,0.002,0.0,1217.711736,101.518326,0.228,0.050912,0.228,0.050912,500.0,0.0,1.0,0.0,0.0,0.0,0.076756,0.000269,611788.335068,53787.417446,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1498.0,0.0,0.988016,0.0,973.0,67.882251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,30,15,medium,2,161.180458,15.332364,191.787597,32.897239,1318.966153,24.195467,0.0,0.0,0.0,0.0,81.437286,1.920354,0.285714,0.0,0.285714,0.0,30.0,0.0,1.0,0.0,0.0,0.0,0.001062,9.5e-05,2247.980845,349.345101,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,50,25,medium,2,327.924299,12.786484,429.574337,41.808044,2210.640901,0.796211,0.0,0.0,0.0,0.0,162.063014,8.506478,0.208334,0.058925,0.208334,0.058925,50.0,0.0,1.0,0.0,0.0,0.0,0.001985,0.000175,7714.904398,274.967815,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,75,35,medium,2,404.523048,6.831974,834.517928,82.174284,3400.307219,213.703274,0.0,0.0,0.0,0.0,189.580024,5.649419,0.25,0.039284,0.25,0.039284,75.0,0.0,1.0,0.0,0.0,0.0,0.003046,0.000276,14110.154259,576.892154,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,225.0,0.0,0.914286,0.0,143.5,16.263456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
