size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,sensitivity_factor,sensitivity_level,quantile_z,scenario_id,milp_status,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct,reserve_ratio,iteration_budget,uav_count_override
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.069843,2460.954857765599,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,71,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.075704,2470.1028522056,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,79,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.075408,2460.954857765599,0.0,0.0,0.08,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.075208,2460.954857765599,0.0,0.0,0.12,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,68,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.086213,2460.954857765599,0.0,0.0,0.2,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,40.0,11.0,10.0,2.0,51.0,50.0,450.0,8.0,14.0,10.0,6.0,12.0,18.0,19.0,6.0,7.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.079615,2460.954857765599,0.0,0.0,,50,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.076064,2460.954857765599,0.0,0.0,,100,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,130.0,20.0,30.0,2.0,161.0,50.0,1440.0,27.0,35.0,26.0,31.0,41.0,62.0,60.0,16.0,22.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.081435,2460.954857765599,0.0,0.0,,160,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed8_high_uav_count2_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,200.884967,657.762147,2262.887907,0.0,0.0,88945.796576,0.833333,0,0.078177,5005.267775765599,0.0,0.0,,,2
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed8_high_uav_count4_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.065558,2460.954857765599,0.0,0.0,,,4
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed8_high_uav_count6_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,71.043876,666.418684,2262.887907,0.0,0.0,33878.888626,0.833333,0,0.069549,1619.3194737656,0.0,0.0,,,6
M,1,50,25,2,2,8,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed8_high,not_milp,1250,1250,0.0,1250,76.0,14.0,24.0,4.0,101.0,50.0,900.0,17.0,32.0,15.0,13.0,23.0,31.0,39.0,11.0,19.0,120.248661,662.66263,2737.172311,0.0,0.0,52998.748191,0.833333,0,0.074655,2801.9314006856,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.068451,2460.954857765599,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed8_high_dbscan3,not_milp,150,68,0.546667,9,78.0,23.0,22.0,15.0,101.0,50.0,900.0,18.0,27.0,20.0,18.0,17.0,38.0,31.0,13.0,18.0,330.783225,343.280227,9401.681786,0.72,0.72,132375.021585,0.666667,2738.3738,0.016915,7550.816184445601,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,79,81.0,26.0,19.0,7.0,101.0,50.0,900.0,17.0,22.0,29.0,14.0,18.0,33.0,40.0,11.0,16.0,107.133704,625.755468,2317.140933,0.0,0.0,55645.382977,0.916667,0,0.077719,2191.6752625400004,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.072003,2202.10539834,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,70,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,105.894388,647.018857,2314.948363,0.02,0.02,55616.295503,0.833333,56.2697,0.070976,2211.28328246,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,78,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.072349,2202.5781983399997,0.0,0.0,0.08,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.087912,2202.10539834,0.0,0.0,0.12,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,66,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,106.038318,610.559187,2312.856912,0.04,0.04,55597.05422,0.916667,112.7431,0.074362,2202.43573174,0.0,0.0,0.2,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,37.0,20.0,13.0,6.0,51.0,50.0,450.0,8.0,8.0,13.0,9.0,12.0,21.0,12.0,7.0,10.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.074975,2202.10539834,0.0,0.0,,50,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.07657,2202.10539834,0.0,0.0,,100,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,123.0,22.0,37.0,6.0,161.0,50.0,1440.0,30.0,33.0,38.0,24.0,35.0,60.0,57.0,16.0,27.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.084177,2202.10539834,0.0,0.0,,160,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed9_high_uav_count2_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,199.822387,657.900154,2317.140933,0.0,0.0,104504.695949,0.916667,0,0.078536,4527.38542434,0.0,0.0,,,2
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed9_high_uav_count4_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.081632,2202.10539834,0.0,0.0,,,4
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed9_high_uav_count6_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,75.690984,558.501665,2317.140933,0.0,0.0,39399.48604,0.916667,0,0.081052,1423.74749234,0.0,0.0,,,6
M,1,50,25,2,2,9,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed9_high,not_milp,1250,1250,0.0,1250,72.0,9.0,28.0,4.0,101.0,50.0,900.0,24.0,12.0,24.0,15.0,25.0,38.0,32.0,12.0,18.0,113.485593,679.100793,2690.724668,0.0,0.0,62993.951654,0.916667,0,0.080944,2572.7040382599994,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.088278,2202.10539834,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed9_high_dbscan3,not_milp,150,70,0.533333,10,76.0,14.0,24.0,7.0,101.0,50.0,900.0,24.0,11.0,24.0,16.0,25.0,39.0,35.0,9.0,17.0,325.06083,329.019643,9306.869178,0.72,0.72,169246.530419,0.833333,2886.3266,0.020618,7377.611585459999,0.0,0.0,,,
