size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,sensitivity_factor,sensitivity_level,quantile_z,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,sortie_count,avg_towers_per_sortie,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct,reserve_ratio,iteration_budget,uav_count_override
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,140,0.888,63,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,24.0,22.0,9.0,101.0,50.0,900.0,21.0,21.0,26.0,16.0,16.0,43.0,30.0,11.0,16.0,483.321571,595.295515,2430.184604,0.0,0.0,121.999779,1.0,1.0,50,1.0,0,0.084014,10563.754982630137,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,80.0,16.0,20.0,11.0,101.0,50.0,900.0,23.0,16.0,21.0,18.0,22.0,35.0,41.0,10.0,14.0,460.169506,590.718615,2402.100669,0.0,0.0,114.835577,1.0,1.0,49,1.020408,0,0.089668,10519.61047011014,0.0,0.0,0.08,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.091457,10664.84309227014,0.0,0.0,0.12,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,138,0.8896,59,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,27.0,22.0,11.0,101.0,50.0,900.0,19.0,17.0,23.0,17.0,24.0,41.0,32.0,12.0,15.0,481.188422,615.24892,2431.723325,0.0,0.0,121.973721,1.0,1.0,50,1.0,0,0.086613,10566.512055350138,0.0,0.0,0.2,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,25.0,10.0,25.0,8.0,51.0,50.0,450.0,12.0,9.0,7.0,14.0,8.0,14.0,15.0,10.0,11.0,445.521643,568.369837,2425.320977,0.0,0.0,120.231207,1.0,1.0,50,1.0,0,0.081795,10697.169103270138,0.0,0.0,,50,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.094793,10664.84309227014,0.0,0.0,,100,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,117.0,20.0,43.0,13.0,161.0,50.0,1440.0,38.0,32.0,19.0,45.0,26.0,60.0,57.0,20.0,23.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.111064,10664.84309227014,0.0,0.0,,160,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed6_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.109749,568.277718,2425.320977,0.0,0.0,121.869594,1.0,1.0,50,1.0,0,0.111311,10810.869145270139,0.0,0.0,,,2
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed6_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.093184,10664.84309227014,0.0,0.0,,,4
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed6_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.130494,10664.84309227014,0.0,0.0,,,6
M,1,50,25,2,2,6,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed6_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,64,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,19.0,24.0,10.0,101.0,50.0,900.0,21.0,21.0,26.0,19.0,13.0,30.0,40.0,10.0,20.0,462.425458,556.776823,2773.776694,0.0,0.0,123.849606,0.916667,0.916667,50,1.0,0,0.085915,11033.43322243014,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.08685,10664.84309227014,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed6_high_dbscan3,not_milp,not_milp,False,not_milp,150,68,0.546667,9,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,11.0,26.0,11.0,101.0,50.0,900.0,25.0,16.0,25.0,16.0,18.0,45.0,29.0,14.0,12.0,456.414185,150.458808,9548.30063,0.74,0.74,114.28055,0.583333,0.166667,50,1.0,2655.6337,0.027975,9743.357803510138,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,84,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,23.0,22.0,7.0,101.0,50.0,900.0,28.0,18.0,25.0,14.0,15.0,48.0,27.0,11.0,14.0,433.671346,575.424233,2264.168842,0.0,0.0,115.214577,0.833333,0.833333,50,1.0,0,0.088491,10285.472812591921,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.087744,10409.92192771192,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,69,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,81.0,21.0,19.0,7.0,101.0,50.0,900.0,32.0,20.0,14.0,14.0,20.0,40.0,36.0,7.0,17.0,456.201476,605.843743,2265.865611,0.0,0.0,118.060408,0.833333,0.833333,50,1.0,0,0.086423,10550.173641791918,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,79,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.116064,10409.92192771192,0.0,0.0,0.08,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.086043,10409.92192771192,0.0,0.0,0.12,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,66,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,81.0,21.0,19.0,7.0,101.0,50.0,900.0,32.0,20.0,14.0,14.0,20.0,40.0,36.0,7.0,17.0,456.201476,605.843743,2265.865611,0.0,0.0,118.060408,0.833333,0.833333,50,1.0,0,0.087754,10540.638885671924,0.0,0.0,0.2,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,36.0,14.0,14.0,7.0,51.0,50.0,450.0,11.0,7.0,15.0,8.0,9.0,23.0,12.0,9.0,6.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.076539,10409.92192771192,0.0,0.0,,50,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.108701,10409.92192771192,0.0,0.0,,100,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,127.0,21.0,33.0,7.0,161.0,50.0,1440.0,38.0,32.0,34.0,32.0,24.0,65.0,58.0,19.0,18.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.173708,10409.92192771192,0.0,0.0,,160,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed7_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,488.983494,661.873025,2264.168842,0.0,0.0,139.15955,1.0,1.0,50,1.0,0,0.087307,12187.306164711923,0.0,0.0,,,2
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed7_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.089978,10409.92192771192,0.0,0.0,,,4
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed7_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.096455,10409.92192771192,0.0,0.0,,,6
M,1,50,25,2,2,7,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed7_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,10.0,26.0,6.0,101.0,50.0,900.0,24.0,17.0,24.0,17.0,18.0,41.0,31.0,14.0,14.0,504.231568,655.284765,2662.91259,0.0,0.0,132.73294,0.916667,0.916667,50,1.0,0,0.087167,11774.097784671922,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.098864,10409.92192771192,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed7_high_dbscan3,not_milp,not_milp,False,not_milp,150,68,0.546667,9,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,13.0,26.0,8.0,101.0,50.0,900.0,20.0,18.0,26.0,16.0,20.0,34.0,37.0,12.0,17.0,485.949097,213.103923,9241.926802,0.77551,0.77551,130.001393,0.75,0.166667,49,1.020408,3373.543,0.0383,11311.853730831926,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,82,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,11.0,22.0,2.0,101.0,50.0,900.0,16.0,30.0,23.0,12.0,19.0,31.0,41.0,10.0,18.0,442.624445,570.935437,2248.934276,0.0,0.0,124.495585,1.0,1.0,49,1.020408,0,0.136079,10840.763272793343,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.178299,10820.06580939334,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,71,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,18.0,22.0,5.0,101.0,50.0,900.0,21.0,21.0,24.0,17.0,17.0,40.0,34.0,12.0,14.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.098001,10829.157394713342,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,79,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.113693,10820.06580939334,0.0,0.0,0.08,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.094915,10820.06580939334,0.0,0.0,0.12,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,68,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,435.085363,563.012095,2262.887907,0.0,0.0,124.229964,1.0,1.0,50,1.0,0,0.126078,10766.423806153347,0.0,0.0,0.2,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,42.0,15.0,8.0,2.0,51.0,50.0,450.0,10.0,12.0,11.0,12.0,5.0,22.0,16.0,3.0,9.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.107033,10820.06580939334,0.0,0.0,,50,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.116824,10820.06580939334,0.0,0.0,,100,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,126.0,15.0,34.0,2.0,161.0,50.0,1440.0,31.0,32.0,31.0,40.0,26.0,59.0,63.0,19.0,19.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.118389,10820.06580939334,0.0,0.0,,160,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed8_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,444.360279,553.937017,2248.934276,0.0,0.0,128.355921,1.0,1.0,49,1.020408,0,0.085546,11043.680824393346,0.0,0.0,,,2
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed8_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.093861,10820.06580939334,0.0,0.0,,,4
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed8_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.084204,10820.06580939334,0.0,0.0,,,6
M,1,50,25,2,2,8,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed8_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,69,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,12.0,23.0,5.0,101.0,50.0,900.0,15.0,28.0,19.0,13.0,25.0,32.0,39.0,11.0,18.0,543.758492,746.941656,2737.172311,0.0,0.0,148.042016,1.0,1.0,50,1.0,0,0.08659,12980.117114073342,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.158734,10820.06580939334,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed8_high_dbscan3,not_milp,not_milp,False,not_milp,150,68,0.546667,9,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,16.0,26.0,15.0,101.0,50.0,900.0,22.0,26.0,17.0,18.0,17.0,34.0,35.0,13.0,18.0,529.188697,228.411658,9401.681786,0.72,0.72,136.75355,0.666667,0.083333,50,1.0,2738.3738,0.024148,11320.328532833344,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,79,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,421.890872,569.984812,2317.140933,0.0,0.0,107.334645,0.916667,0.916667,50,1.0,0,0.096616,10431.962443029184,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.089348,10529.519600829184,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,431.432141,591.569365,2314.948363,0.02,0.02,107.932786,0.916667,0.916667,50,1.0,56.2697,0.0801,10585.833067949185,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.083776,10529.992400829184,0.0,0.0,0.08,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.084899,10529.519600829184,0.0,0.0,0.12,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,66,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,429.533745,587.121777,2312.856912,0.04,0.04,107.684679,0.916667,0.916667,50,1.0,112.7431,0.080963,10532.414551229183,0.0,0.0,0.2,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,39.0,11.0,11.0,6.0,51.0,50.0,450.0,11.0,5.0,6.0,10.0,18.0,19.0,19.0,5.0,7.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.069694,10529.519600829184,0.0,0.0,,50,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.08677,10529.519600829184,0.0,0.0,,100,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,125.0,14.0,35.0,6.0,161.0,50.0,1440.0,32.0,26.0,27.0,29.0,46.0,65.0,56.0,15.0,24.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.10857,10529.519600829184,0.0,0.0,,160,
